key,press_time,release_time,hold_time,flight_time
f,1740024238.7474718,1740024238.7800784,0.0326066017150878,0.2316923141479492
d,1740024238.739007,1740024238.852918,0.1139109134674072,-0.0084648132324218
Key.space,1740024238.852918,1740024238.9309633,0.07804536819458,0.1139109134674072
t,1740024239.4681942,1740024239.55081,0.082615852355957,0.6152763366699219
o,1740024239.5462706,1740024239.6365683,0.0902979373931884,0.0780763626098632
Key.space,1740024239.718864,1740024239.795492,0.0766279697418212,0.172593355178833
a,1740024239.9457426,1740024240.0418866,0.0961439609527587,0.2268786430358886
Key.space,1740024240.0557053,1740024240.1469655,0.0912604331970214,0.1099627017974853
s,1740024240.5699894,1740024240.6837597,0.1137702465057373,0.5142841339111328
i,1740024240.7481997,1740024240.843183,0.0949835777282714,0.1782100200653076
g,1740024240.9849,1740024241.0618188,0.0769188404083252,0.2367005348205566
n,1740024241.1613388,1740024241.2348208,0.0734820365905761,0.1764388084411621
i,1740024241.334844,1740024241.421695,0.086850881576538,0.1735053062438964
f,1740024241.5900671,1740024241.6678782,0.0778110027313232,0.2552230358123779
i,1740024242.1054678,1740024242.195563,0.0900952816009521,0.5154006481170654
a,1740024242.282055,1740024242.3690214,0.0869665145874023,0.1765871047973632
Key.backspace,1740024242.769694,1740024242.8744414,0.1047475337982177,0.4876389503479004
c,1740024242.86579,1740024242.9429264,0.0771362781524658,0.0960962772369384
a,1740024243.084718,1740024243.1768668,0.0921487808227539,0.2189278602600097
n,1740024243.1618843,1740024243.2398365,0.0779521465301513,0.0771663188934326
t,1740024243.3401797,1740024243.4220016,0.0818219184875488,0.1782953739166259
Key.space,1740024243.494402,1740024243.558052,0.0636501312255859,0.1542222499847412
i,1740024244.3513703,1740024244.437904,0.0865335464477539,0.8569684028625488
n,1740024244.915722,1740024245.0070884,0.0913665294647216,0.5643515586853027
c,1740024245.1891968,1740024245.2935903,0.104393720626831,0.2734749317169189
r,1740024245.2945917,1740024245.385049,0.0904576778411865,0.1053948402404785
